cue_row_id,type,value,appear_time_ms,time_to_targ_ms,category
0,speed,0,0,0,0
1,dialog,dialog0,0,0,0
1,dialog,dialog1,0,0,0
2,off,0,700,1500,practice
3,off,2,700,1500,practice
4,off,1,700,1500,practice
5,off,3,700,1500,practice
6,off,1,700,1500,practice
7,off,2,700,1500,practice
8,off,0,700,1500,practice
9,off,3,700,1500,practice
10,off,2,700,1500,practice
11,off,1,700,1500,practice
12,off,0,700,1500,practice
13,off,3,700,1500,practice
14,off,2,700,1500,practice
15,off,3,700,1500,practice
16,off,0,700,1500,practice
17,off,1,700,1500,practice
18,off,0,700,1500,practice
19,off,2,700,1500,practice
20,off,3,700,1500,practice
21,off,1,700,1500,practice
22,off,0,700,1500,practice
23,off,2,700,1500,practice
24,off,1,700,1500,practice
25,off,3,700,1500,practice
26,dialog,dialog2,2500,0,0
27,speed,-1,0,0,0
28,score,-1,0,0,0
29,speed,1,0,0,0
30,off,1,700,1500,noise
31,off,2,350,1500,noise
32,off,1,350,1500,noise
33,off,3,700,1500,noise
34,off,2,700,1500,noise
35,off,3,350,1500,noise
36,off,1,700,1500,noise
37,off,0,350,1500,noise
38,off,3,350,1500,noise
39,off,0,700,1500,noise
40,off,2,350,1500,noise
41,off,0,700,1500,noise
42,off,3,700,1500,sequence
43,off,0,350,1500,sequence
44,off,1,350,1500,sequence
45,off,0,700,1500,sequence
46,off,2,700,1500,sequence
47,off,3,350,1500,sequence
48,off,2,700,1500,sequence
49,off,1,350,1500,sequence
50,off,3,350,1500,sequence
51,off,1,700,1500,sequence
52,off,2,350,1500,sequence
53,off,0,700,1500,sequence
54,off,3,700,1500,sequence
55,off,0,350,1500,sequence
56,off,1,350,1500,sequence
57,off,0,700,1500,sequence
58,off,2,700,1500,sequence
59,off,3,350,1500,sequence
60,off,2,700,1500,sequence
61,off,1,350,1500,sequence
62,off,3,350,1500,sequence
63,off,1,700,1500,sequence
64,off,2,350,1500,sequence
65,off,0,700,1500,sequence
66,off,3,700,1500,sequence
67,off,0,350,1500,sequence
68,off,1,350,1500,sequence
69,off,0,700,1500,sequence
70,off,2,700,1500,sequence
71,off,3,350,1500,sequence
72,off,2,700,1500,sequence
73,off,1,350,1500,sequence
74,off,3,350,1500,sequence
75,off,1,700,1500,sequence
76,off,2,350,1500,sequence
77,off,0,700,1500,sequence
78,off,3,700,1500,sequence
79,off,0,350,1500,sequence
80,off,1,350,1500,sequence
81,off,0,700,1500,sequence
82,off,2,700,1500,sequence
83,off,3,350,1500,sequence
84,off,2,700,1500,sequence
85,off,1,350,1500,sequence
86,off,3,350,1500,sequence
87,off,1,700,1500,sequence
88,off,2,350,1500,sequence
89,off,0,700,1500,sequence
90,off,3,700,1500,sequence
91,off,0,350,1500,sequence
92,off,1,350,1500,sequence
93,off,0,700,1500,sequence
94,off,2,700,1500,sequence
95,off,3,350,1500,sequence
96,off,2,700,1500,sequence
97,off,1,350,1500,sequence
98,off,3,350,1500,sequence
99,off,1,700,1500,sequence
100,off,2,350,1500,sequence
101,off,0,700,1500,sequence
102,off,3,700,1500,sequence
103,off,0,350,1500,sequence
104,off,1,350,1500,sequence
105,off,0,700,1500,sequence
106,off,2,700,1500,sequence
107,off,3,350,1500,sequence
108,off,2,700,1500,sequence
109,off,1,350,1500,sequence
110,off,3,350,1500,sequence
111,off,1,700,1500,sequence
112,off,2,350,1500,sequence
113,off,0,700,1500,sequence
114,off,3,700,1500,sequence
115,off,0,350,1500,sequence
116,off,1,350,1500,sequence
117,off,0,700,1500,sequence
118,off,2,700,1500,sequence
119,off,3,350,1500,sequence
120,off,2,700,1500,sequence
121,off,1,350,1500,sequence
122,off,3,350,1500,sequence
123,off,1,700,1500,sequence
124,off,2,350,1500,sequence
125,off,0,700,1500,sequence
126,off,3,700,1500,noise
127,off,1,350,1500,noise
128,off,0,350,1500,noise
129,off,3,700,1500,noise
130,off,0,700,1500,noise
131,off,1,350,1500,noise
132,off,2,700,1500,noise
133,off,3,350,1500,noise
134,off,2,350,1500,noise
135,off,0,700,1500,noise
136,off,2,350,1500,noise
137,off,1,700,1500,noise
138,off,3,700,1500,sequence
139,off,0,350,1500,sequence
140,off,1,350,1500,sequence
141,off,0,700,1500,sequence
142,off,2,700,1500,sequence
143,off,3,350,1500,sequence
144,off,2,700,1500,sequence
145,off,1,350,1500,sequence
146,off,3,350,1500,sequence
147,off,1,700,1500,sequence
148,off,2,350,1500,sequence
149,off,0,700,1500,sequence
150,off,3,700,1500,sequence
151,off,0,350,1500,sequence
152,off,1,350,1500,sequence
153,off,0,700,1500,sequence
154,off,2,700,1500,sequence
155,off,3,350,1500,sequence
156,off,2,700,1500,sequence
157,off,1,350,1500,sequence
158,off,3,350,1500,sequence
159,off,1,700,1500,sequence
160,off,2,350,1500,sequence
161,off,0,700,1500,sequence
162,off,3,700,1500,sequence
163,off,0,350,1500,sequence
164,off,1,350,1500,sequence
165,off,0,700,1500,sequence
166,off,2,700,1500,sequence
167,off,3,350,1500,sequence
168,off,2,700,1500,sequence
169,off,1,350,1500,sequence
170,off,3,350,1500,sequence
171,off,1,700,1500,sequence
172,off,2,350,1500,sequence
173,off,0,700,1500,sequence
174,off,3,700,1500,noise
175,off,2,350,1500,noise
176,off,0,350,1500,noise
177,off,1,700,1500,noise
178,off,3,700,1500,noise
179,off,1,350,1500,noise
180,off,0,700,1500,noise
181,off,2,350,1500,noise
182,off,1,350,1500,noise
183,off,2,700,1500,noise
184,off,3,350,1500,noise
185,off,0,700,1500,noise
186,off,3,700,1500,sequence
187,off,0,350,1500,sequence
188,off,1,350,1500,sequence
189,off,0,700,1500,sequence
190,off,2,700,1500,sequence
191,off,3,350,1500,sequence
192,off,2,700,1500,sequence
193,off,1,350,1500,sequence
194,off,3,350,1500,sequence
195,off,1,700,1500,sequence
196,off,2,350,1500,sequence
197,off,0,700,1500,sequence
198,off,3,700,1500,sequence
199,off,0,350,1500,sequence
200,off,1,350,1500,sequence
201,off,0,700,1500,sequence
202,off,2,700,1500,sequence
203,off,3,350,1500,sequence
204,off,2,700,1500,sequence
205,off,1,350,1500,sequence
206,off,3,350,1500,sequence
207,off,1,700,1500,sequence
208,off,2,350,1500,sequence
209,off,0,700,1500,sequence
210,off,3,700,1500,sequence
211,off,0,350,1500,sequence
212,off,1,350,1500,sequence
213,off,0,700,1500,sequence
214,off,2,700,1500,sequence
215,off,3,350,1500,sequence
216,off,2,700,1500,sequence
217,off,1,350,1500,sequence
218,off,3,350,1500,sequence
219,off,1,700,1500,sequence
220,off,2,350,1500,sequence
221,off,0,700,1500,sequence
222,off,3,700,1500,sequence
223,off,0,350,1500,sequence
224,off,1,350,1500,sequence
225,off,0,700,1500,sequence
226,off,2,700,1500,sequence
227,off,3,350,1500,sequence
228,off,2,700,1500,sequence
229,off,1,350,1500,sequence
230,off,3,350,1500,sequence
231,off,1,700,1500,sequence
232,off,2,350,1500,sequence
233,off,0,700,1500,sequence
234,off,3,700,1500,sequence
235,off,0,350,1500,sequence
236,off,1,350,1500,sequence
237,off,0,700,1500,sequence
238,off,2,700,1500,sequence
239,off,3,350,1500,sequence
240,off,2,700,1500,sequence
241,off,1,350,1500,sequence
242,off,3,350,1500,sequence
243,off,1,700,1500,sequence
244,off,2,350,1500,sequence
245,off,0,700,1500,sequence
246,off,3,700,1500,noise
247,off,0,350,1500,noise
248,off,2,350,1500,noise
249,off,0,700,1500,noise
250,off,1,700,1500,noise
251,off,2,350,1500,noise
252,off,3,700,1500,noise
253,off,2,350,1500,noise
254,off,1,350,1500,noise
255,off,0,700,1500,noise
256,off,3,350,1500,noise
257,off,1,700,1500,noise
258,off,3,700,1500,sequence
259,off,0,350,1500,sequence
260,off,1,350,1500,sequence
261,off,0,700,1500,sequence
262,off,2,700,1500,sequence
263,off,3,350,1500,sequence
264,off,2,700,1500,sequence
265,off,1,350,1500,sequence
266,off,3,350,1500,sequence
267,off,1,700,1500,sequence
268,off,2,350,1500,sequence
269,off,0,700,1500,sequence
270,off,3,700,1500,noise
271,off,2,350,1500,noise
272,off,0,350,1500,noise
273,off,1,700,1500,noise
274,off,0,700,1500,noise
275,off,2,350,1500,noise
276,off,1,700,1500,noise
277,off,3,350,1500,noise
278,off,1,350,1500,noise
279,off,2,700,1500,noise
280,off,3,350,1500,noise
281,off,0,700,1500,noise
282,off,3,700,1500,sequence
283,off,0,350,1500,sequence
284,off,1,350,1500,sequence
285,off,0,700,1500,sequence
286,off,2,700,1500,sequence
287,off,3,350,1500,sequence
288,off,2,700,1500,sequence
289,off,1,350,1500,sequence
290,off,3,350,1500,sequence
291,off,1,700,1500,sequence
292,off,2,350,1500,sequence
293,off,0,700,1500,sequence
294,off,3,700,1500,sequence
295,off,0,350,1500,sequence
296,off,1,350,1500,sequence
297,off,0,700,1500,sequence
298,off,2,700,1500,sequence
299,off,3,350,1500,sequence
300,off,2,700,1500,sequence
301,off,1,350,1500,sequence
302,off,3,350,1500,sequence
303,off,1,700,1500,sequence
304,off,2,350,1500,sequence
305,off,0,700,1500,sequence
306,off,3,700,1500,sequence
307,off,0,350,1500,sequence
308,off,1,350,1500,sequence
309,off,0,700,1500,sequence
310,off,2,700,1500,sequence
311,off,3,350,1500,sequence
312,off,2,700,1500,sequence
313,off,1,350,1500,sequence
314,off,3,350,1500,sequence
315,off,1,700,1500,sequence
316,off,2,350,1500,sequence
317,off,0,700,1500,sequence
318,off,3,700,1500,sequence
319,off,0,350,1500,sequence
320,off,1,350,1500,sequence
321,off,0,700,1500,sequence
322,off,2,700,1500,sequence
323,off,3,350,1500,sequence
324,off,2,700,1500,sequence
325,off,1,350,1500,sequence
326,off,3,350,1500,sequence
327,off,1,700,1500,sequence
328,off,2,350,1500,sequence
329,off,0,700,1500,sequence
330,off,3,700,1500,sequence
331,off,0,350,1500,sequence
332,off,1,350,1500,sequence
333,off,0,700,1500,sequence
334,off,2,700,1500,sequence
335,off,3,350,1500,sequence
336,off,2,700,1500,sequence
337,off,1,350,1500,sequence
338,off,3,350,1500,sequence
339,off,1,700,1500,sequence
340,off,2,350,1500,sequence
341,off,0,700,1500,sequence
342,off,1,700,1500,noise
343,off,0,350,1500,noise
344,off,3,350,1500,noise
345,off,1,700,1500,noise
346,off,3,700,1500,noise
347,off,2,350,1500,noise
348,off,3,700,1500,noise
349,off,0,350,1500,noise
350,off,2,350,1500,noise
351,off,1,700,1500,noise
352,off,2,350,1500,noise
353,off,0,700,1500,noise
354,off,3,700,1500,sequence
355,off,0,350,1500,sequence
356,off,1,350,1500,sequence
357,off,0,700,1500,sequence
358,off,2,700,1500,sequence
359,off,3,350,1500,sequence
360,off,2,700,1500,sequence
361,off,1,350,1500,sequence
362,off,3,350,1500,sequence
363,off,1,700,1500,sequence
364,off,2,350,1500,sequence
365,off,0,700,1500,sequence
366,off,3,700,1500,sequence
367,off,0,350,1500,sequence
368,off,1,350,1500,sequence
369,off,0,700,1500,sequence
370,off,2,700,1500,sequence
371,off,3,350,1500,sequence
372,off,2,700,1500,sequence
373,off,1,350,1500,sequence
374,off,3,350,1500,sequence
375,off,1,700,1500,sequence
376,off,2,350,1500,sequence
377,off,0,700,1500,sequence
378,off,3,700,1500,sequence
379,off,0,350,1500,sequence
380,off,1,350,1500,sequence
381,off,0,700,1500,sequence
382,off,2,700,1500,sequence
383,off,3,350,1500,sequence
384,off,2,700,1500,sequence
385,off,1,350,1500,sequence
386,off,3,350,1500,sequence
387,off,1,700,1500,sequence
